recipe_id,i_id,j_id,i_role,j_role,i_amount,j_amount,w_flavor,w_cooccur_raw,w_cooccur_used,sim_anchor,role_compat,amount_modifier,m_ij,flavor_term,cooccur_term,anchor_term,pair_score,flavor_edge_found,cooccur_edge_found,anchor_info_found
4,18,21,modifier,bitters,0.75,1.0,0.170676,-0.7017486602695645,0.0,1.0,1.0,1.0,1.0,0.0682704,0.0,0.3,0.3682704,True,True,True
4,19,20,sweetener,modifier,0.5,0.25,0.078429,0.38357751686856956,0.38357751686856956,0.0,1.0,0.8,0.8,0.025097280000000003,0.09205860404845669,0.0,0.11715588404845668,True,True,True
4,19,21,sweetener,bitters,0.5,1.0,0.219357,0.2960196180489465,0.2960196180489465,0.0,1.0,1.0,1.0,0.08774280000000001,0.08880588541468394,0.0,0.17654868541468394,True,True,True
4,20,21,modifier,bitters,0.25,1.0,0.246037,-0.21214674695264124,0.0,0.0,1.0,1.0,1.0,0.09841480000000001,0.0,0.0,0.09841480000000001,True,True,True
5,22,23,sweetener,acid,1.25,4.0,0.326365,1.1459706484666343,1.1459706484666343,0.0,1.1,1.2,1.32,0.17232072,0.45380437679278723,0.0,0.6261250967927873,True,True,True
5,22,17,sweetener,base_spirit,1.25,2.0,0.16747,-1.449146763198473,0.0,0.0,1.2,1.2,1.44,0.09646272,0.0,0.0,0.09646272,True,True,True
5,22,25,sweetener,modifier,1.25,0.75,0.247695,-1.1708617855653642,0.0,0.5,1.0,1.0,1.0,0.099078,0.0,0.15,0.249078,True,True,True
5,22,26,sweetener,bitters,1.25,0.25,0.250932,-1.0010617658018497,0.0,0.0,1.0,1.0,1.0,0.1003728,0.0,0.0,0.1003728,True,True,True
5,22,27,sweetener,bitters,1.25,3.0,0.264923,-0.7853548468429322,0.0,0.0,1.0,1.2,1.2,0.12716304,0.0,0.0,0.12716304,True,True,True
5,23,17,acid,base_spirit,4.0,2.0,0.432237,1.991306731479679,1.991306731479679,0.0,1.2,1.2,1.44,0.24896851199999998,0.8602445079992214,0.0,1.1092130199992214,True,True,True
5,23,25,acid,modifier,4.0,0.75,0.313181,2.1360603168449392,2.1360603168449392,0.0,1.0,1.0,1.0,0.1252724,0.6408180950534818,0.0,0.7660904950534817,True,True,True
5,23,26,acid,bitters,4.0,0.25,0.166566,2.999007517199331,2.999007517199331,0.0,1.0,1.0,1.0,0.0666264,0.8997022551597993,0.0,0.9663286551597993,True,True,True
5,23,27,acid,bitters,4.0,3.0,0.158579,4.601008797301429,4.601008797301429,0.0,1.0,1.2,1.2,0.07611791999999999,1.6563631670285142,0.0,1.732481087028514,True,True,True
5,17,25,base_spirit,modifier,2.0,0.75,0.299357,-0.6132077746478416,0.0,0.0,1.1,1.0,1.1,0.13171708000000001,0.0,0.0,0.13171708000000001,True,True,True
5,17,26,base_spirit,bitters,2.0,0.25,0.21137,-1.5420200446088415,0.0,0.0,1.0,1.0,1.0,0.08454800000000001,0.0,0.0,0.08454800000000001,True,True,True
5,17,27,base_spirit,bitters,2.0,3.0,0.241336,0.059981236366619006,0.059981236366619006,0.0,1.0,1.2,1.2,0.11584127999999999,0.021593245091982842,0.0,0.13743452509198284,True,True,True
5,25,26,modifier,bitters,0.75,0.25,0.261062,-1.3972664582115575,0.0,1.0,1.0,0.8,0.8,0.08353984000000002,0.0,0.24,0.32353984,True,True,True
5,25,27,modifier,bitters,0.75,3.0,0.149219,0.20473482192401904,0.20473482192401904,0.0,1.0,1.0,1.0,0.0596876,0.06142044657720571,0.0,0.12110804657720571,True,True,True
5,26,27,bitters,bitters,0.25,3.0,0.092495,1.0676820222507541,1.0676820222507541,0.5,1.0,1.0,1.0,0.036997999999999996,0.32030460667522626,0.15,0.5073026066752262,True,True,True
6,5,29,base_spirit,sweetener,1.0,1.0,0.411769,-1.8864519386721441,0.0,0.0,1.2,1.2,1.44,0.23717894399999997,0.0,0.0,0.23717894399999997,True,True,True
6,5,30,base_spirit,modifier,1.0,1.0,0.180523,-1.8996213039333376,0.0,0.0,1.1,1.2,1.32,0.095316144,0.0,0.0,0.095316144,True,True,True
6,5,7,base_spirit,acid,1.0,0.75,0.31459,-1.9020393226335375,0.0,0.0,1.2,1.0,1.2,0.15100319999999998,0.0,0.0,0.15100319999999998,True,True,True
6,5,32,base_spirit,bitters,1.0,2.0,0.129034,-1.2241025610399305,0.0,0.5,1.0,1.2,1.2,0.06193632,0.0,0.18,0.24193631999999998,True,True,True
6,5,33,base_spirit,garnish,1.0,7.0,0.16598,0.2359054054405374,0.2359054054405374,0.0,0.6,1.2,0.72,0.047802239999999996,0.050955567575156076,0.0,0.09875780757515606,True,True,True
6,5,34,base_spirit,dilution,1.0,,0.274554,-0.7940239655541831,0.0,0.0,1.0,1.0,1.0,0.10982160000000002,0.0,0.0,0.10982160000000002,True,True,True
6,29,30,sweetener,modifier,1.0,1.0,0.293689,-1.4293178276557335,0.0,0.0,1.0,1.2,1.2,0.14097072,0.0,0.0,0.14097072,True,True,True
6,29,7,sweetener,acid,1.0,0.75,0.387494,-1.4782558626484883,0.0,0.0,1.1,1.0,1.1,0.17049736000000001,0.0,0.0,0.17049736000000001,True,True,True
6,29,32,sweetener,bitters,1.0,2.0,0.258878,-1.3336175800903363,0.0,0.0,1.0,1.2,1.2,0.12426144,0.0,0.0,0.12426144,True,True,True
6,29,33,sweetener,garnish,1.0,7.0,0.114436,1.042681117904753,1.042681117904753,0.0,0.6,1.2,0.72,0.032957568,0.22521912146742665,0.0,0.25817668946742667,True,True,True
6,29,34,sweetener,dilution,1.0,,0.170851,-2.5521976112071982,0.0,0.0,1.0,1.0,1.0,0.06834040000000001,0.0,0.0,0.06834040000000001,True,True,True
6,30,7,modifier,acid,1.0,0.75,0.242615,-1.6794774595858766,0.0,0.0,1.0,1.0,1.0,0.09704600000000001,0.0,0.0,0.09704600000000001,True,True,True
6,30,32,modifier,bitters,1.0,2.0,0.201774,-1.3116956258042476,0.0,0.0,1.0,1.2,1.2,0.09685152,0.0,0.0,0.09685152,True,True,True
6,30,33,modifier,garnish,1.0,7.0,0.081036,2.450897434227763,2.450897434227763,0.0,0.6,1.2,0.72,0.023338367999999998,0.5293938457931968,0.0,0.5527322137931968,True,True,True
6,30,34,modifier,dilution,1.0,,0.286209,-1.1439812940370264,0.0,0.0,1.0,1.0,1.0,0.1144836,0.0,0.0,0.1144836,True,True,True
6,7,32,acid,bitters,0.75,2.0,0.305782,-2.4592459497528365,0.0,0.0,1.0,1.0,1.0,0.1223128,0.0,0.0,0.1223128,True,True,True
6,7,33,acid,garnish,0.75,7.0,0.12338,0.20473482192401904,0.20473482192401904,0.0,0.6,1.0,0.6,0.0296112,0.03685226794632342,0.0,0.06646346794632342,True,True,True
6,7,34,acid,dilution,0.75,,0.228953,-1.5983844379642433,0.0,0.0,1.0,1.0,1.0,0.0915812,0.0,0.0,0.0915812,True,True,True
6,32,33,bitters,garnish,2.0,7.0,0.280857,2.769741233094269,2.769741233094269,0.0,0.6,1.2,0.72,0.080886816,0.5982641063483621,0.0,0.6791509223483622,True,True,True
6,32,34,bitters,dilution,2.0,,0.178498,-0.825137495739661,0.0,0.0,1.0,1.0,1.0,0.0713992,0.0,0.0,0.0713992,True,True,True
6,33,34,garnish,dilution,7.0,,0.256638,2.93745556395756,2.93745556395756,0.5,0.6,1.0,0.6,0.061593119999999994,0.5287420015123608,0.09,0.6803351215123608,True,True,True
7,35,36,base_spirit,acid,2.0,1.0,0.323586,-1.4476843249115843,0.0,0.0,1.2,1.2,1.44,0.186385536,0.0,0.0,0.186385536,True,True,True
7,35,37,base_spirit,modifier,2.0,0.5,0.118822,-0.23218465967949964,0.0,0.0,1.1,1.0,1.1,0.052281680000000004,0.0,0.0,0.052281680000000004,True,True,True
7,35,38,base_spirit,sweetener,2.0,0.5,0.214823,-0.4045579269031184,0.0,0.0,1.2,1.0,1.2,0.10311503999999999,0.0,0.0,0.10311503999999999,True,True,True
7,35,39,base_spirit,other,2.0,0.5,0.266526,-0.19890546565384692,0.0,0.0,1.0,1.0,1.0,0.1066104,0.0,0.0,0.1066104,True,True,True
7,36,37,acid,modifier,1.0,0.5,0.274629,-1.793849675351066,0.0,0.0,1.0,1.0,1.0,0.10985160000000001,0.0,0.0,0.10985160000000001,True,True,True
7,36,38,acid,sweetener,1.0,0.5,0.304352,-0.6977116164255881,0.0,0.0,1.1,1.0,1.1,0.13391488000000001,0.0,0.0,0.13391488000000001,True,True,True
7,36,39,acid,other,1.0,0.5,0.241295,-0.9292729612969062,0.0,0.0,1.0,1.0,1.0,0.096518,0.0,0.0,0.096518,True,True,True
7,37,38,modifier,sweetener,0.5,0.5,0.088051,-0.6453627617721104,0.0,0.0,1.0,0.8,0.8,0.028176320000000008,0.0,0.0,0.028176320000000008,True,True,True
7,37,39,modifier,other,0.5,0.5,0.26622,-1.5383225889747911,0.0,0.0,1.0,0.8,0.8,0.08519040000000003,0.0,0.0,0.08519040000000003,True,True,True
7,38,39,sweetener,other,0.5,0.5,0.233002,-0.3244014948623619,0.0,0.0,1.0,0.8,0.8,0.07456064000000001,0.0,0.0,0.07456064000000001,True,True,True
8,40,41,base_spirit,modifier,1.5,0.5,0.280595,-2.1296382228258897,0.0,0.0,1.1,1.0,1.1,0.12346180000000001,0.0,0.0,0.12346180000000001,True,True,True
8,40,3,base_spirit,acid,1.5,0.75,0.349503,-1.7807942643926822,0.0,0.0,1.2,1.0,1.2,0.16776143999999998,0.0,0.0,0.16776143999999998,True,True,True
8,40,43,base_spirit,sweetener,1.5,0.5,0.191026,-1.5870092997285874,0.0,0.0,1.2,1.0,1.2,0.09169247999999999,0.0,0.0,0.09169247999999999,True,True,True
8,40,44,base_spirit,dilution,1.5,2.0,0.234035,0.5343425489019118,0.5343425489019118,0.0,1.0,1.2,1.2,0.11233679999999999,0.19236331760468825,0.0,0.30470011760468824,True,True,True
8,41,3,modifier,acid,0.5,0.75,0.351071,-2.092343489706755,0.0,0.0,1.0,0.8,0.8,0.11234272000000003,0.0,0.0,0.11234272000000003,True,True,True
8,41,43,modifier,sweetener,0.5,0.5,0.244669,-1.8185158175921672,0.0,0.0,1.0,0.8,0.8,0.07829408000000002,0.0,0.0,0.07829408000000002,True,True,True
8,41,44,modifier,dilution,0.5,2.0,0.213775,0.13578194693299817,0.13578194693299817,0.0,1.0,1.0,1.0,0.08551,0.040734584079899445,0.0,0.12624458407989944,True,True,True
8,3,43,acid,sweetener,0.75,0.5,0.387494,-1.3449201542584421,0.0,0.0,1.1,0.8,0.8800000000000001,0.13639788800000005,0.0,0.0,0.13639788800000005,True,True,True
8,3,44,acid,dilution,0.75,2.0,0.243285,-0.8146570794394556,0.0,0.0,1.0,1.0,1.0,0.09731400000000001,0.0,0.0,0.09731400000000001,True,True,True
8,43,44,sweetener,dilution,0.5,2.0,0.234951,-0.6208721157215032,0.0,0.0,1.0,1.0,1.0,0.0939804,0.0,0.0,0.0939804,True,True,True
9,45,46,base_spirit,modifier,0.75,0.5,0.104636,-0.07964970858931664,0.0,0.0,1.1,0.8,0.8800000000000001,0.03683187200000001,0.0,0.0,0.03683187200000001,True,True,True
9,45,22,base_spirit,sweetener,0.75,0.25,0.126129,-2.0340315552058628,0.0,0.0,1.2,0.8,0.96,0.048433536,0.0,0.0,0.048433536,True,True,True
9,45,36,base_spirit,acid,0.75,0.25,0.331448,-1.5889730194688354,0.0,0.0,1.2,0.8,0.96,0.127276032,0.0,0.0,0.127276032,True,True,True
9,45,49,base_spirit,dilution,0.75,3.0,0.142554,0.06939265422156127,0.06939265422156127,1.0,1.0,1.0,1.0,0.0570216,0.020817796266468378,0.3,0.37783939626646834,True,True,True
9,46,22,modifier,sweetener,0.5,0.25,0.056129,-0.7173952318009016,0.0,0.5,1.0,0.8,0.8,0.017961280000000003,0.0,0.12,0.13796128,True,True,True
9,46,36,modifier,acid,0.5,0.25,0.30368,-1.099015270383869,0.0,0.0,1.0,0.8,0.8,0.09717760000000002,0.0,0.0,0.09717760000000002,True,True,True
9,46,49,modifier,dilution,0.5,3.0,0.100061,0.40519972338881405,0.40519972338881405,0.0,1.0,1.0,1.0,0.0400244,0.1215599170166442,0.0,0.16158431701664422,True,True,True
9,22,36,sweetener,acid,0.25,0.25,0.312551,-1.8494243116300308,0.0,0.0,1.1,0.8,0.8800000000000001,0.11001795200000003,0.0,0.0,0.11001795200000003,True,True,True
9,22,49,sweetener,dilution,0.25,3.0,0.113706,-1.7315036799278003,0.0,0.0,1.0,1.0,1.0,0.045482400000000006,0.0,0.0,0.045482400000000006,True,True,True
9,36,49,acid,dilution,0.25,3.0,0.188435,-1.0633015932269996,0.0,0.0,1.0,1.0,1.0,0.075374,0.0,0.0,0.075374,True,True,True
10,50,51,base_spirit,modifier,1.0,1.5,0.14327,1.1061879997169217,1.1061879997169217,0.0,1.1,1.2,1.32,0.07564656,0.43805044788790104,0.0,0.5136970078879011,True,True,True
10,50,52,base_spirit,sweetener,1.0,0.75,0.088051,1.1061879997169217,1.1061879997169217,0.0,1.2,1.0,1.2,0.04226448,0.3982276798980918,0.0,0.4404921598980918,True,True,True
10,50,53,base_spirit,garnish,1.0,,0.124872,1.1061879997169217,1.1061879997169217,0.0,0.6,1.0,0.6,0.029969279999999997,0.1991138399490459,0.0,0.2290831199490459,True,True,True
10,50,54,base_spirit,garnish,1.0,,0.128345,1.1061879997169217,1.1061879997169217,1.0,0.6,1.0,0.6,0.030802799999999995,0.1991138399490459,0.18,0.4099166399490459,True,True,True
10,51,52,modifier,sweetener,1.5,0.75,0.171183,6.532334292222349,6.532334292222349,0.0,1.0,1.0,1.0,0.0684732,1.9597002876667047,0.0,2.0281734876667046,True,True,True
10,51,53,modifier,garnish,1.5,,0.154892,6.532334292222349,6.532334292222349,0.5,0.6,1.0,0.6,0.03717408,1.1758201726000228,0.09,1.3029942526000229,True,True,True
10,51,54,modifier,garnish,1.5,,0.072009,6.532334292222349,6.532334292222349,0.0,0.6,1.0,0.6,0.01728216,1.1758201726000228,0.0,1.1931023326000227,True,True,True
10,52,53,sweetener,garnish,0.75,,0.129116,6.532334292222349,6.532334292222349,0.0,0.6,1.0,0.6,0.030987840000000003,1.1758201726000228,0.0,1.206808012600023,True,True,True
10,52,54,sweetener,garnish,0.75,,0.099959,6.532334292222349,6.532334292222349,0.0,0.6,1.0,0.6,0.02399016,1.1758201726000228,0.0,1.199810332600023,True,True,True
10,53,54,garnish,garnish,,,0.200131,6.532334292222349,6.532334292222349,0.0,0.6,1.0,0.6,0.04803144,1.1758201726000228,0.0,1.2238516126000227,True,True,True
11,55,56,base_spirit,modifier,1.5,0.75,0.256418,0.2359054054405374,0.2359054054405374,0.0,1.1,1.0,1.1,0.11282392000000001,0.07784878379537734,0.0,0.19067270379537735,True,True,True
11,55,57,base_spirit,acid,1.5,0.75,0.234779,-2.47080342880293,0.0,0.0,1.2,1.0,1.2,0.11269391999999999,0.0,0.0,0.11269391999999999,True,True,True
11,55,58,base_spirit,sweetener,1.5,0.5,0.252834,-1.3380799779748815,0.0,0.0,1.2,1.0,1.2,0.12136032,0.0,0.0,0.12136032,True,True,True
11,55,59,base_spirit,bitters,1.5,0.25,0.236712,-2.2144584210572713,0.0,0.0,1.0,1.0,1.0,0.09468480000000001,0.0,0.0,0.09468480000000001,True,True,True
11,56,57,modifier,acid,0.75,0.75,0.272142,3.132478279333056,3.132478279333056,0.0,1.0,0.8,0.8,0.08708544000000001,0.7517947870399334,0.0,0.8388802270399334,True,True,True
11,56,58,modifier,sweetener,0.75,0.5,0.129999,2.878907366945508,2.878907366945508,0.0,1.0,0.8,0.8,0.04159968000000001,0.6909377680669219,0.0,0.7325374480669219,True,True,True
11,56,59,modifier,bitters,0.75,0.25,0.247662,2.1360603168449392,2.1360603168449392,0.5,1.0,0.8,0.8,0.07925184000000002,0.5126544760427854,0.12,0.7119063160427853,True,True,True
11,57,58,acid,sweetener,0.75,0.5,0.215214,-0.5209486463804665,0.0,0.0,1.1,0.8,0.8800000000000001,0.07575532800000001,0.0,0.0,0.07575532800000001,True,True,True
11,57,59,acid,bitters,0.75,0.25,0.391353,-1.2637956960225198,0.0,0.0,1.0,0.8,0.8,0.12523296000000003,0.0,0.0,0.12523296000000003,True,True,True
11,58,59,sweetener,bitters,0.5,0.25,0.271709,-1.5173666093882336,0.0,0.0,1.0,0.8,0.8,0.08694688,0.0,0.0,0.08694688,True,True,True
12,1,61,base_spirit,modifier,1.5,0.25,0.156345,1.1732445498193815,1.1732445498193815,0.0,1.1,1.0,1.1,0.06879180000000001,0.38717070144039595,0.0,0.45596250144039596,True,True,True
12,1,62,base_spirit,bitters,1.5,0.75,0.27291,-1.5898575622800235,0.0,0.0,1.0,1.0,1.0,0.109164,0.0,0.0,0.109164,True,True,True
12,1,63,base_spirit,bitters,1.5,2.0,0.271267,0.3072521493596949,0.3072521493596949,0.0,1.0,1.2,1.2,0.13020816,0.11061077376949016,0.0,0.24081893376949015,True,True,True
12,61,62,modifier,bitters,0.25,0.75,0.217714,1.1325626877823631,1.1325626877823631,0.0,1.0,0.8,0.8,0.06966848,0.27181504506776716,0.0,0.34148352506776714,True,True,True
12,61,63,modifier,bitters,0.25,2.0,0.221306,2.336525218453839,2.336525218453839,0.0,1.0,1.0,1.0,0.0885224,0.7009575655361516,0.0,0.7894799655361516,True,True,True
12,62,63,bitters,bitters,0.75,2.0,0.071262,-0.4265768935232951,0.0,0.5,1.0,1.0,1.0,0.028504800000000004,0.0,0.15,0.1785048,True,True,True
13,5,65,base_spirit,modifier,1.5,0.75,0.347291,-1.625762051152645,0.0,0.0,1.1,1.0,1.1,0.15280804000000003,0.0,0.0,0.15280804000000003,True,True,True
13,5,66,base_spirit,sweetener,1.5,0.5,0.36997,0.2359054054405374,0.2359054054405374,0.0,1.2,1.0,1.2,0.1775856,0.08492594595859346,0.0,0.2625115459585935,True,True,True
13,5,67,base_spirit,garnish,1.5,6.5,0.110708,-3.1639506093628755,0.0,0.0,0.6,1.2,0.72,0.031883904,0.0,0.0,0.031883904,True,True,True
13,5,68,base_spirit,acid,1.5,0.5,0.31459,-1.9020393226335375,0.0,0.0,1.2,1.0,1.2,0.15100319999999998,0.0,0.0,0.15100319999999998,True,True,True
13,5,69,base_spirit,dilution,1.5,1.0,0.32772,-0.5958712115079619,0.0,0.0,1.0,1.2,1.2,0.1573056,0.0,0.0,0.1573056,True,True,True
13,65,66,modifier,sweetener,0.75,0.5,0.115092,2.878907366945508,2.878907366945508,0.0,1.0,0.8,0.8,0.036829440000000005,0.6909377680669219,0.0,0.7277672080669219,True,True,True
13,65,67,modifier,garnish,0.75,6.5,0.157295,-0.5209486463804665,0.0,0.0,0.6,1.0,0.6,0.037750799999999994,0.0,0.0,0.037750799999999994,True,True,True
13,65,68,modifier,acid,0.75,0.5,0.250526,-2.0623977422951585,0.0,0.5,1.0,0.8,0.8,0.08016832000000003,0.0,0.12,0.20016832,True,True,True
13,65,69,modifier,dilution,0.75,1.0,0.141266,2.0471307502735736,2.0471307502735736,0.0,1.0,1.0,1.0,0.056506400000000005,0.6141392250820721,0.0,0.670645625082072,True,True,True
13,66,67,sweetener,garnish,0.5,6.5,0.193835,3.132478279333056,3.132478279333056,0.5,0.6,1.0,0.6,0.0465204,0.56384609027995,0.09,0.70036649027995,True,True,True
13,66,68,sweetener,acid,0.5,0.5,0.309395,0.20473482192401904,0.20473482192401904,0.0,1.1,0.8,0.8800000000000001,0.10890704000000002,0.054049992987941026,0.0,0.16295703298794106,True,True,True
13,66,69,sweetener,dilution,0.5,1.0,0.153204,5.700557675550415,5.700557675550415,0.5,1.0,1.0,1.0,0.061281600000000006,1.7101673026651243,0.15,1.9214489026651242,True,True,True
