pair_id,group_id,pos_recipe_id,neg_recipe_id,perturb_type,split
73,399,399,perturbed_8ab11f7d6d4e136f15fdbe1be44ddbdd,balance_change_amount,train
74,399,399,perturbed_ef5bebbed8f7666bc15d64f35493106f,balance_remove_key_ingredient,train
75,399,399,perturbed_53e3d6394f749d2399592d18b5c22c13,balance_change_role,train
76,399,399,perturbed_4759771e94b02762cf0976dd0f83debc,synergy_insert_different_type,train
77,399,399,perturbed_abb052090a7b21fcaec2fc6c592c119d,conflict_acid_sweetener_ratio_break,train
78,399,399,perturbed_8b4e7bcb28ad47f06d2eea02ea0adcb0,synergy_replace_with_different_type,train
79,399,399,perturbed_611149585d240d16a8623dc9bfadcab9,synergy_replace_with_different_anchor,train
80,399,399,perturbed_460ebc2437b1b4c58589fa2df47c8c47,conflict_add_extra_base_spirit,train
81,399,399,perturbed_623692647488801cf22ea738badfe2e2,balance_minor_amount_adjustment_hard,train
82,399,399,perturbed_3c460209a4dbdce14b0e4f0bd9872fe5,synergy_similar_ingredient_replacement_hard,train
83,497,497,perturbed_0a510cf915ec49e994f18c70410dbd25,balance_remove_key_ingredient,train
84,497,497,perturbed_19f086755cd320d2a4ac66f379f3313d,synergy_replace_with_different_anchor,train
85,497,497,perturbed_b1b8d741056ff74b13474b4a4639c898,balance_minor_amount_adjustment_hard,train
86,497,497,perturbed_b67b4e740cc50c7df3001858d13ddfce,synergy_similar_ingredient_replacement_hard,train
87,163,163,perturbed_f5a7a0867b25fb4b6e93cdb353765e58,conflict_add_extra_base_spirit,train
88,163,163,perturbed_63703bf58c3e363182c4610e8fb71147,balance_change_role,train
89,163,163,perturbed_63703bf58c3e363182c4610e8fb71147,balance_change_role,train
90,163,163,perturbed_e23a8c527f82eaece3e4a60c1ebb1d55,balance_change_amount,train
91,163,163,perturbed_13af97d974a8349521325dd7fd349a88,synergy_replace_with_different_anchor,train
92,163,163,perturbed_e23a8c527f82eaece3e4a60c1ebb1d55,balance_change_amount,train
93,163,163,perturbed_63703bf58c3e363182c4610e8fb71147,balance_change_role,train
94,163,163,perturbed_63703bf58c3e363182c4610e8fb71147,balance_change_role,train
95,163,163,perturbed_524024c568cc95fbccfe9994a15530ee,synergy_replace_with_different_type,train
96,163,163,perturbed_e23a8c527f82eaece3e4a60c1ebb1d55,balance_change_amount,train
97,163,163,perturbed_67ea352f56fcf32552d252b718d43048,balance_minor_amount_adjustment_hard,train
98,163,163,perturbed_50f34e746a416827ba2044ab487a3022,synergy_similar_ingredient_replacement_hard,train
99,630,630,perturbed_3a6e0452322edda814bb82d1cc1aef7d,synergy_insert_different_type,train
100,630,630,perturbed_11f60e00c8e49823f82171990ae01738,conflict_add_extra_base_spirit,train
101,630,630,perturbed_10b2ed53b8c039c6d12ab294a2ae3072,synergy_replace_with_different_anchor,train
102,630,630,perturbed_5038cd620f50938d5987f4f0c6feb52a,balance_remove_key_ingredient,train
103,630,630,perturbed_5038cd620f50938d5987f4f0c6feb52a,balance_remove_key_ingredient,train
104,630,630,perturbed_9cb79b66916d7ab820ea0d1f92c474b9,balance_minor_amount_adjustment_hard,train
105,630,630,perturbed_6a8735ed884a22d1063d8995bc7d4241,synergy_similar_ingredient_replacement_hard,train
106,734,734,perturbed_66d559aeb06d4c7765acb1dd6c9c1790,synergy_replace_with_different_type,test
107,734,734,perturbed_be0a70948248f69fffed74a589aa3530,synergy_replace_with_different_anchor,test
108,734,734,perturbed_dae85f06fbdecbdf99a7b9c00681d148,conflict_acid_sweetener_ratio_break,test
109,734,734,perturbed_0cfb9c5cf6e5d916c466a6ac4923a6de,balance_change_amount,test
110,734,734,perturbed_937119d4bf7d2758a31df3df39b2647e,balance_minor_amount_adjustment_hard,test
111,734,734,perturbed_db0e6e71d88a3aa9c7c2cf6794f3b050,synergy_similar_ingredient_replacement_hard,test
112,658,658,perturbed_be74b792a358b0e05a590070c09100b5,balance_change_amount,train
113,658,658,perturbed_56b183877344457aa290fd060e24b500,conflict_acid_sweetener_ratio_break,train
114,658,658,perturbed_fdce8b39383c51b10679233685a1e7e6,synergy_insert_different_type,train
115,658,658,perturbed_444f2bf339b1fc824c048997519bdb9d,synergy_replace_with_different_type,train
116,658,658,perturbed_8f27fc48e2faaca86f8bec421556f1dc,conflict_add_extra_base_spirit,train
117,658,658,perturbed_fdce8b39383c51b10679233685a1e7e6,synergy_insert_different_type,train
118,658,658,perturbed_444f2bf339b1fc824c048997519bdb9d,synergy_replace_with_different_type,train
119,658,658,perturbed_93debd5f71a40b9ac4b6ad48433fa052,synergy_replace_with_different_anchor,train
120,658,658,perturbed_be74b792a358b0e05a590070c09100b5,balance_change_amount,train
121,658,658,perturbed_93debd5f71a40b9ac4b6ad48433fa052,synergy_replace_with_different_anchor,train
122,658,658,perturbed_098f9782eafd84d77a423f12ff2008d4,balance_change_role,train
123,658,658,perturbed_fc27e45710d03f6c960e425c8e90ca92,balance_minor_amount_adjustment_hard,train
124,658,658,perturbed_a6b4a5240d3054f7b8b026e3602382c5,synergy_similar_ingredient_replacement_hard,train
125,634,634,perturbed_cc2ac34e8a1cffca1083cb6a37dc1823,balance_remove_key_ingredient,train
126,634,634,perturbed_2c01f9d5c86ba0d842b14f8f16086db2,synergy_replace_with_different_anchor,train
127,634,634,perturbed_ef89777d1b48a159f2f5970ac617a7c3,synergy_replace_with_different_type,train
128,634,634,perturbed_2c01f9d5c86ba0d842b14f8f16086db2,synergy_replace_with_different_anchor,train
129,634,634,perturbed_69d61e29357fb683f6a049a1fa130108,balance_change_role,train
130,634,634,perturbed_77ea05e8740d6a9c71d2092098087cc0,synergy_insert_different_type,train
131,634,634,perturbed_457631d94df729f73d605019bd5c31e0,balance_change_amount,train
132,634,634,perturbed_eaed834a198ecfafe8db1fd1405bb720,conflict_add_extra_base_spirit,train
133,634,634,perturbed_9307bf9eaec24a88221bb5f6945e714b,balance_minor_amount_adjustment_hard,train
134,634,634,perturbed_e19c9838841068cde63457a060bc12ed,synergy_similar_ingredient_replacement_hard,train
135,261,261,perturbed_ed95319441ce31a5f2cc3e5876380c76,synergy_replace_with_different_type,train
136,261,261,perturbed_a54aa74b6c5d36ec9acf7c8c04496be3,synergy_replace_with_different_anchor,train
137,261,261,perturbed_5b18faa704f6d4367c8be29a69ea6528,conflict_acid_sweetener_ratio_break,train
138,261,261,perturbed_ce7f21c5645038ac44ef2b321d37551f,balance_minor_amount_adjustment_hard,train
139,261,261,perturbed_239fafc953a40e27a797dc719fb8308d,synergy_similar_ingredient_replacement_hard,train
140,418,418,perturbed_e40aa6e179a8a7c03bde826997cc6a9d,balance_remove_key_ingredient,train
141,418,418,perturbed_e40aa6e179a8a7c03bde826997cc6a9d,balance_remove_key_ingredient,train
142,418,418,perturbed_6bce6830746db1e027bb9fda454f4b6f,balance_minor_amount_adjustment_hard,train
143,418,418,perturbed_6e498bd53c1bb0ddbbbe57bb80590bf9,synergy_similar_ingredient_replacement_hard,train
144,204,204,perturbed_faaccf0a683e9b295b1176cf6f1a1ea0,balance_change_role,train
145,204,204,perturbed_509e583aaf00ae0f7facd4d7f995df64,synergy_insert_different_type,train
146,204,204,perturbed_7895f3e70fba1e92ea3d33dd93b8b232,conflict_add_extra_base_spirit,train
147,204,204,perturbed_f704190d044396d4d22ed8fa44e45bbe,conflict_acid_sweetener_ratio_break,train
148,204,204,perturbed_509e583aaf00ae0f7facd4d7f995df64,synergy_insert_different_type,train
149,204,204,perturbed_f704190d044396d4d22ed8fa44e45bbe,conflict_acid_sweetener_ratio_break,train
150,204,204,perturbed_faaccf0a683e9b295b1176cf6f1a1ea0,balance_change_role,train
151,204,204,perturbed_f704190d044396d4d22ed8fa44e45bbe,conflict_acid_sweetener_ratio_break,train
152,204,204,perturbed_82853774e7735bb4d69a38d1abcf74ad,balance_remove_key_ingredient,train
153,204,204,perturbed_509e583aaf00ae0f7facd4d7f995df64,synergy_insert_different_type,train
154,204,204,perturbed_256920a6627b774cc580ecbd210559ca,synergy_replace_with_different_type,train
155,204,204,perturbed_faaccf0a683e9b295b1176cf6f1a1ea0,balance_change_role,train
156,204,204,perturbed_ac6d1486a5397ca6e776b7b280900705,balance_change_amount,train
157,204,204,perturbed_257a9ba9b6bf00c7f6457914d2a6e153,balance_minor_amount_adjustment_hard,train
158,204,204,perturbed_0bcde6768279cfce562bc3f7bc3264a0,synergy_similar_ingredient_replacement_hard,train
159,471,471,perturbed_f8a71b5ca509a249ac18989124d30fdd,conflict_add_extra_base_spirit,test
160,471,471,perturbed_f8a71b5ca509a249ac18989124d30fdd,conflict_add_extra_base_spirit,test
161,471,471,perturbed_6c1958f4a06fadd55b4a691b31ac7245,balance_change_amount,test
162,471,471,perturbed_6c1958f4a06fadd55b4a691b31ac7245,balance_change_amount,test
163,471,471,perturbed_918cba5c7f200697c6d552ec55baf4dd,balance_change_role,test
164,471,471,perturbed_a78d35cc93835f5f7f385f12a34d4f43,conflict_acid_sweetener_ratio_break,test
165,471,471,perturbed_f6c92d246fbd24474a298ab74de22240,synergy_replace_with_different_anchor,test
166,471,471,perturbed_4091d622da0a9afacdda46b6144de6b0,synergy_replace_with_different_type,test
167,471,471,perturbed_f6c92d246fbd24474a298ab74de22240,synergy_replace_with_different_anchor,test
168,471,471,perturbed_cb74fcd2a1304bb8e045152a40a6bcce,balance_minor_amount_adjustment_hard,test
169,471,471,perturbed_3f0a9052805a82eb137a7810a7c67466,synergy_similar_ingredient_replacement_hard,test
170,370,370,perturbed_477cc1d5d01286966264f7731bb99a66,conflict_create_incompatible_type_pair,test
171,370,370,perturbed_67ee11d7fa397acd8e794b76f3330fd0,synergy_replace_with_different_type,test
172,370,370,perturbed_8b22c0946cbf6598e3b796aa0df9479d,balance_change_role,test
173,370,370,perturbed_a2b4616a27068e00ab2c36f062393b6b,balance_change_amount,test
174,370,370,perturbed_526802d870cf41138987fd557ffe8094,balance_minor_amount_adjustment_hard,test
175,370,370,perturbed_e1d0d50b7367e948e9ebd8bdbfcd67ab,synergy_similar_ingredient_replacement_hard,test
176,369,369,perturbed_a7cdfacc5afd7dc5e06bea7a68ff7e83,balance_change_role,train
177,369,369,perturbed_17974613caabf20950ee5c548374413c,synergy_replace_with_different_type,train
178,369,369,perturbed_4490dc26ab07370b1bee5a2b393b15db,synergy_replace_with_different_anchor,train
179,369,369,perturbed_a7cdfacc5afd7dc5e06bea7a68ff7e83,balance_change_role,train
180,369,369,perturbed_4490dc26ab07370b1bee5a2b393b15db,synergy_replace_with_different_anchor,train
181,369,369,perturbed_d58fa1dbcf750cbb0274306086b072fc,conflict_create_incompatible_type_pair,train
182,369,369,perturbed_512a86f49b7c156981d1864b32ae576d,balance_minor_amount_adjustment_hard,train
183,369,369,perturbed_9b1ac3af1f32b14e0812e113cfbca1d9,synergy_similar_ingredient_replacement_hard,train
184,33,33,perturbed_a34db92486a4b456f2f0b4e9cd97f2f8,synergy_insert_different_type,train
185,33,33,perturbed_9b2b23221ed518705a2d6f9b9e4d0fb6,conflict_add_extra_base_spirit,train
186,33,33,perturbed_497006a467f33b77eb3a18ab2083000f,balance_remove_key_ingredient,train
187,33,33,perturbed_4f56e60bef75a258978ba5a024c20b0f,synergy_replace_with_different_type,train
188,33,33,perturbed_9b2b23221ed518705a2d6f9b9e4d0fb6,conflict_add_extra_base_spirit,train
189,33,33,perturbed_a34db92486a4b456f2f0b4e9cd97f2f8,synergy_insert_different_type,train
190,33,33,perturbed_d7cb02f7aae0c2315fb3df9a3e7ba361,balance_minor_amount_adjustment_hard,train
191,33,33,perturbed_ba1f510d620b1f2de5ed92ece74af7f0,synergy_similar_ingredient_replacement_hard,train
192,143,143,perturbed_4951fe188d544e2118ef1f2a6631be80,conflict_add_extra_base_spirit,valid
193,143,143,perturbed_9378dba0c258faa5987d8c7f5f292865,balance_remove_key_ingredient,valid
194,143,143,perturbed_d1e3ae6beab0634c912928b3a97e7aea,balance_change_role,valid
195,143,143,perturbed_e385d007baac2f15e1a8cf14498d9262,synergy_insert_different_type,valid
196,143,143,perturbed_5deb8646d68b39edf37e76582e596a29,balance_minor_amount_adjustment_hard,valid
197,143,143,perturbed_cc35b149458ce9ee5e1d54205270827a,synergy_similar_ingredient_replacement_hard,valid
198,34,34,perturbed_9a208ccd22cb3d182ab162241690e637,balance_change_role,train
199,34,34,perturbed_9f2e135fcdb95830a382390c9bf43962,balance_minor_amount_adjustment_hard,train
200,34,34,perturbed_56fb91c40143d5d2d6eda739f5cb97db,synergy_similar_ingredient_replacement_hard,train
201,711,711,perturbed_e1bcb4d7de0c1f5caad4a989c3e1b797,balance_remove_key_ingredient,valid
202,711,711,perturbed_54839003f356eeaa486de307306effb9,synergy_insert_different_type,valid
203,711,711,perturbed_e1bcb4d7de0c1f5caad4a989c3e1b797,balance_remove_key_ingredient,valid
204,711,711,perturbed_d864bd228e9f38d05d3bcd63a624aa29,synergy_replace_with_different_type,valid
205,711,711,perturbed_d864bd228e9f38d05d3bcd63a624aa29,synergy_replace_with_different_type,valid
206,711,711,perturbed_c0a3df0d49f8d3a515d23eeaae194492,synergy_replace_with_different_anchor,valid
207,711,711,perturbed_e1bcb4d7de0c1f5caad4a989c3e1b797,balance_remove_key_ingredient,valid
208,711,711,perturbed_8bb0e8a99edc99c268630749d231be4a,balance_minor_amount_adjustment_hard,valid
209,711,711,perturbed_b72135d86f49faf9e025e9461f6593bc,synergy_similar_ingredient_replacement_hard,valid
210,648,648,perturbed_a4e11d8a0543aec0b49a190fb1c34c28,balance_change_role,train
211,648,648,perturbed_c10bd23c5bdd39a2540ebfabfde58a5a,synergy_replace_with_different_type,train
212,648,648,perturbed_4c2e0dcf3bc47f80a2dea916483373b4,synergy_insert_different_type,train
213,648,648,perturbed_7e5e21a75de9e107a192120de4eaa626,synergy_replace_with_different_anchor,train
214,648,648,perturbed_a4e11d8a0543aec0b49a190fb1c34c28,balance_change_role,train
215,648,648,perturbed_7e5e21a75de9e107a192120de4eaa626,synergy_replace_with_different_anchor,train
216,648,648,perturbed_dbb30aa67ed8c7c1383f29fddcdf6d67,balance_minor_amount_adjustment_hard,train
217,648,648,perturbed_59eb2bcfad9943a4612aa33173c8afe2,synergy_similar_ingredient_replacement_hard,train
218,587,587,perturbed_252b8dd0da7a1b846e716346122cf6c6,balance_remove_key_ingredient,test
219,587,587,perturbed_252b8dd0da7a1b846e716346122cf6c6,balance_remove_key_ingredient,test
220,587,587,perturbed_252b8dd0da7a1b846e716346122cf6c6,balance_remove_key_ingredient,test
221,587,587,perturbed_252b8dd0da7a1b846e716346122cf6c6,balance_remove_key_ingredient,test
222,587,587,perturbed_2d28e58bd2fb09a72e20f926bfdfaf73,balance_minor_amount_adjustment_hard,test
223,587,587,perturbed_9a6f80322ce6427e984fdc4c1539a88e,synergy_similar_ingredient_replacement_hard,test
224,262,262,perturbed_bb5b7facb9c137f2c7da98ada4586fb7,synergy_replace_with_different_anchor,train
225,262,262,perturbed_f1efdc0b140e43e6c222bb0b41af508a,synergy_insert_different_type,train
226,262,262,perturbed_f1efdc0b140e43e6c222bb0b41af508a,synergy_insert_different_type,train
227,262,262,perturbed_bb5b7facb9c137f2c7da98ada4586fb7,synergy_replace_with_different_anchor,train
228,262,262,perturbed_6ae2d5c64f459f357e13d64293c9548d,balance_remove_key_ingredient,train
229,262,262,perturbed_6ae2d5c64f459f357e13d64293c9548d,balance_remove_key_ingredient,train
230,262,262,perturbed_9088881d1115a2e607b37690fb4c70db,balance_change_amount,train
231,262,262,perturbed_b7ff517a1c4b87b7898e0780dacc6c64,balance_change_role,train
232,262,262,perturbed_dd4a88e20dc60bb00fd65a5f751abe7c,synergy_replace_with_different_type,train
233,262,262,perturbed_b7ff517a1c4b87b7898e0780dacc6c64,balance_change_role,train
234,262,262,perturbed_bb5b7facb9c137f2c7da98ada4586fb7,synergy_replace_with_different_anchor,train
235,262,262,perturbed_b7ff517a1c4b87b7898e0780dacc6c64,balance_change_role,train
236,262,262,perturbed_6ae2d5c64f459f357e13d64293c9548d,balance_remove_key_ingredient,train
237,262,262,perturbed_1fba181c99397728563094b00ba2dc7c,balance_minor_amount_adjustment_hard,train
238,262,262,perturbed_83c752e40ac7a1be060cedfacb7cf858,synergy_similar_ingredient_replacement_hard,train
239,312,312,perturbed_e2e50aefddcd3d5acc266d00ca144647,synergy_replace_with_different_type,test
240,312,312,perturbed_da3d718ea113f5aad09d0a08b7ba8ae3,balance_change_role,test
241,312,312,perturbed_8f5a1f0047dda03aac8dadc9c31664e2,synergy_replace_with_different_anchor,test
242,312,312,perturbed_e7a0471eddd1d5804c9512269e8354f1,balance_remove_key_ingredient,test
243,312,312,perturbed_e7a0471eddd1d5804c9512269e8354f1,balance_remove_key_ingredient,test
244,312,312,perturbed_e2e50aefddcd3d5acc266d00ca144647,synergy_replace_with_different_type,test
245,312,312,perturbed_339e045eca07499dc4d2e1e21be37667,balance_change_amount,test
246,312,312,perturbed_8f5a1f0047dda03aac8dadc9c31664e2,synergy_replace_with_different_anchor,test
247,312,312,perturbed_e7a0471eddd1d5804c9512269e8354f1,balance_remove_key_ingredient,test
248,312,312,perturbed_e2e50aefddcd3d5acc266d00ca144647,synergy_replace_with_different_type,test
249,312,312,perturbed_8f5a1f0047dda03aac8dadc9c31664e2,synergy_replace_with_different_anchor,test
250,312,312,perturbed_90c0d0835aa53dc66a2a7f85872035ae,balance_minor_amount_adjustment_hard,test
251,312,312,perturbed_e1bb9da7e20bf10a87ca25b309bdf822,synergy_similar_ingredient_replacement_hard,test
252,40,40,perturbed_0f8b38ec61fd722cd3086d60df0cacae,synergy_replace_with_different_anchor,train
253,40,40,perturbed_617cef4aca9182f0018e04d0647b6752,balance_change_role,train
254,40,40,perturbed_bcf42357b3e0c0f37520609cd19ebd0f,synergy_insert_different_type,train
255,40,40,perturbed_77459341c89d3c6ffcea47ae1367e068,balance_change_amount,train
256,40,40,perturbed_77459341c89d3c6ffcea47ae1367e068,balance_change_amount,train
257,40,40,perturbed_f2d3822d73ef27949ba02772193bb260,balance_remove_key_ingredient,train
258,40,40,perturbed_f2d3822d73ef27949ba02772193bb260,balance_remove_key_ingredient,train
259,40,40,perturbed_bcf42357b3e0c0f37520609cd19ebd0f,synergy_insert_different_type,train
260,40,40,perturbed_77459341c89d3c6ffcea47ae1367e068,balance_change_amount,train
261,40,40,perturbed_f2d3822d73ef27949ba02772193bb260,balance_remove_key_ingredient,train
262,40,40,perturbed_3f36d60186b15c6cc1a040163497afcf,balance_minor_amount_adjustment_hard,train
263,40,40,perturbed_fdd377c4b170ac8602081fe495979cc8,synergy_similar_ingredient_replacement_hard,train
264,616,616,perturbed_13e11cba8eb045cd32145740fe441942,balance_remove_key_ingredient,valid
265,616,616,perturbed_26724a40bd666e60a1326e27d3a27ce1,balance_change_amount,valid
266,616,616,perturbed_296afaa323d7808c973805a24649cb13,synergy_insert_different_type,valid
267,616,616,perturbed_268228cc3c65b3929c5c2bb60ea1b952,synergy_replace_with_different_anchor,valid
268,616,616,perturbed_50b1f84480696d7074ecf2c07cd6f800,balance_minor_amount_adjustment_hard,valid
269,616,616,perturbed_78747ad24f9701efb5c2a163fb5efac5,synergy_similar_ingredient_replacement_hard,valid
270,464,464,perturbed_b28fc93e52c9c1f7b791265bf168977f,synergy_replace_with_different_anchor,valid
271,464,464,perturbed_ee1501abf1b80b4813b92ac61d84a149,synergy_replace_with_different_type,valid
272,464,464,perturbed_1891b88f8b9666d29810d1212e016c1c,balance_remove_key_ingredient,valid
273,464,464,perturbed_0495d3eb29438e1a641589b24b3faf18,synergy_insert_different_type,valid
274,464,464,perturbed_75ff2a4715e889a922c6944861856a28,conflict_acid_sweetener_ratio_break,valid
275,464,464,perturbed_0495d3eb29438e1a641589b24b3faf18,synergy_insert_different_type,valid
276,464,464,perturbed_96425c225107344e1b4318342b0a4466,balance_minor_amount_adjustment_hard,valid
277,464,464,perturbed_808ef065146d6c5ae939d2bbf4114b47,synergy_similar_ingredient_replacement_hard,valid
278,599,599,perturbed_fbd2bd65751a17de091d3dcccbccae2f,synergy_replace_with_different_anchor,valid
279,599,599,perturbed_a3fd5b402214d3b937ee292c2fe1c541,conflict_add_extra_base_spirit,valid
280,599,599,perturbed_a096d715dfbb63ccf5643b16b2799b92,balance_remove_key_ingredient,valid
281,599,599,perturbed_a096d715dfbb63ccf5643b16b2799b92,balance_remove_key_ingredient,valid
282,599,599,perturbed_a3fd5b402214d3b937ee292c2fe1c541,conflict_add_extra_base_spirit,valid
283,599,599,perturbed_a096d715dfbb63ccf5643b16b2799b92,balance_remove_key_ingredient,valid
