recipe_id,i_id,j_id,i_role,j_role,i_amount,j_amount,w_cooccur_raw,c_flavor,c_type,total_conflict
13,5,67,base_spirit,garnish,1.5,6.5,0.0,0.0,0.0,0.0
13,5,68,base_spirit,acid,1.5,0.5,0.0,0.05118845842842462,0.0,0.05118845842842462
13,5,69,base_spirit,dilution,1.5,1.0,0.0,0.0,0.0,0.0
13,65,66,modifier,sweetener,0.75,0.5,0.0,0.0,0.0,0.0
13,65,67,modifier,garnish,0.75,6.5,0.0,0.05118845842842468,0.0,0.05118845842842468
13,65,68,modifier,acid,0.75,0.5,0.0,0.0,0.0,0.0
13,65,69,modifier,dilution,0.75,1.0,2.0471307502735736,0.0,0.0,0.0
13,66,67,sweetener,garnish,0.5,6.5,0.0,0.03665016461206927,0.0,0.03665016461206927
13,66,68,sweetener,acid,0.5,0.5,0.0,0.0,0.0,0.0
13,66,69,sweetener,dilution,0.5,1.0,0.0,0.0,0.0,0.0
13,67,68,garnish,acid,6.5,0.5,0.0,0.04399612400917158,0.0,0.04399612400917158
13,67,69,garnish,dilution,6.5,1.0,0.0,0.0,0.0,0.0
13,68,69,acid,dilution,0.5,1.0,0.0,0.0,0.0,0.0
14,22,37,sweetener,modifier,0.75,0.5,0.0,0.0,0.0,0.0
14,22,72,sweetener,garnish,0.75,1.0,0.0,0.0,0.0,0.0
14,22,3,sweetener,acid,0.75,0.25,0.0,0.10620192023179803,0.0,0.10620192023179803
14,22,74,sweetener,other,0.75,5.0,0.0,0.0,0.0,0.0
14,37,72,modifier,garnish,0.5,1.0,0.0,0.0,0.0,0.0
14,37,3,modifier,acid,0.5,0.25,0.0,0.06285901761795404,0.0,0.06285901761795404
14,37,74,modifier,other,0.5,5.0,0.0,0.0,0.0,0.0
14,72,3,garnish,acid,1.0,0.25,0.0,0.06055512754639897,0.0,0.06055512754639897
14,72,74,garnish,other,1.0,5.0,0.0,0.0,0.0,0.0
14,3,74,acid,other,0.25,5.0,0.848896154070352,0.012537213492818486,0.0,0.012537213492818486
15,5,76,base_spirit,acid,1.5,1.0,0.0,0.05118845842842462,0.0,0.05118845842842462
15,5,77,base_spirit,modifier,1.5,0.5,0.0,0.05118845842842462,0.0,0.05118845842842462
15,5,78,base_spirit,sweetener,1.5,0.25,0.0,0.0,0.0,0.0
15,76,77,acid,modifier,1.0,0.5,0.0,0.0,0.0,0.0
15,76,78,acid,sweetener,1.0,0.25,0.0,0.07859388972001824,0.0,0.07859388972001824
15,77,78,modifier,sweetener,0.5,0.25,0.0,0.0,0.0,0.0
16,22,5,sweetener,base_spirit,0.75,0.5,0.0,0.0,0.0,0.0
16,22,81,sweetener,modifier,0.75,0.75,0.0,0.0,0.0,0.0
16,22,7,sweetener,acid,0.75,0.25,0.0,0.10620192023179803,0.0,0.10620192023179803
16,22,83,sweetener,bitters,0.75,1.0,0.0,0.15643546458763846,0.0,0.15643546458763846
16,5,81,base_spirit,modifier,0.5,0.75,0.0,0.0,0.0,0.0
16,5,7,base_spirit,acid,0.5,0.25,0.0,0.05118845842842462,0.0,0.05118845842842462
16,5,83,base_spirit,bitters,0.5,1.0,0.0,0.05590260840104372,0.0,0.05590260840104372
16,81,7,modifier,acid,0.75,0.25,0.0,0.024037034920392997,0.0,0.024037034920392997
16,81,83,modifier,bitters,0.75,1.0,0.0,0.21478150704935,0.0,0.21478150704935
16,7,83,acid,bitters,0.25,1.0,0.20473482192401904,0.09882288673263781,0.0,0.09882288673263781
17,84,85,base_spirit,modifier,0.75,0.75,0.0,0.0,0.0,0.0
17,84,85,base_spirit,modifier,0.75,0.75,0.0,0.0,0.0,0.0
17,84,25,base_spirit,modifier,0.75,0.75,0.0,0.024037034920393052,0.0,0.024037034920393052
17,85,85,modifier,modifier,0.75,0.75,0.0,0.0,0.0,0.0
17,85,25,modifier,modifier,0.75,0.75,0.0,0.024037034920393052,0.0,0.024037034920393052
17,85,25,modifier,modifier,0.75,0.75,0.0,0.024037034920393052,0.0,0.024037034920393052
18,50,89,modifier,base_spirit,1.0,1.0,0.0,0.0,0.0,0.0
18,50,7,modifier,acid,1.0,0.25,0.0,0.14347115652166903,0.0,0.14347115652166903
18,50,91,modifier,sweetener,1.0,0.25,0.0,0.06285901761795404,0.0,0.06285901761795404
18,50,92,modifier,bitters,1.0,2.0,0.0,0.08944404818493079,0.0,0.08944404818493079
18,89,7,base_spirit,acid,1.0,0.25,0.0,0.08729833462074171,0.0,0.08729833462074171
18,89,91,base_spirit,sweetener,1.0,0.25,0.0,0.1708148963941845,0.0,0.1708148963941845
18,89,92,base_spirit,bitters,1.0,2.0,0.0,0.09791121287711074,0.0,0.09791121287711074
18,7,91,acid,sweetener,0.25,0.25,-1.4782558626484883,0.22121652570372968,0.0,0.22121652570372968
18,7,92,acid,bitters,0.25,2.0,0.0,0.07193189340702333,0.0,0.07193189340702333
18,91,92,sweetener,bitters,0.25,2.0,0.0,0.18989794855663572,0.6,0.7898979485566358
19,50,8,base_spirit,acid,25.0,37.5,0.0,0.06968455021364728,0.0,0.06968455021364728
19,50,95,base_spirit,dilution,25.0,37.5,0.0,0.0,0.0,0.0
19,8,95,acid,dilution,37.5,37.5,0.0,0.0,0.0,0.0
20,96,97,base_spirit,modifier,0.75,0.75,0.0,0.0,0.0,0.0
20,96,98,base_spirit,acid,0.75,0.5,0.0,0.05118845842842462,0.0,0.05118845842842462
20,96,99,base_spirit,sweetener,0.75,0.5,0.0,0.0,0.0,0.0
20,96,100,base_spirit,bitters,0.75,4.0,0.0,0.03665016461206927,0.0,0.03665016461206927
20,96,101,base_spirit,dilution,0.75,1.0,0.0,0.0,0.0,0.0
20,97,98,modifier,acid,0.75,0.5,0.0,0.024037034920392997,0.0,0.024037034920392997
20,97,99,modifier,sweetener,0.75,0.5,0.0,0.0,0.0,0.0
20,97,100,modifier,bitters,0.75,4.0,0.0,0.10207793606049392,0.0,0.10207793606049392
20,97,101,modifier,dilution,0.75,1.0,0.0,0.0,0.0,0.0
20,98,99,acid,sweetener,0.5,0.5,0.0,0.13204937989385734,0.0,0.13204937989385734
20,98,100,acid,bitters,0.5,4.0,0.0,0.10000000000000003,0.0,0.10000000000000003
20,98,101,acid,dilution,0.5,1.0,0.0,0.0,0.0,0.0
20,99,100,sweetener,bitters,0.5,4.0,0.0,0.13204937989385734,0.6,0.7320493798938573
20,99,101,sweetener,dilution,0.5,1.0,0.0,0.0,0.0,0.0
20,100,101,bitters,dilution,4.0,1.0,0.0,0.0,0.0,0.0
21,50,26,base_spirit,bitters,1.5,0.5,0.0,0.10414518843273807,0.0,0.10414518843273807
21,50,104,base_spirit,modifier,1.5,0.25,0.0,0.0,0.0,0.0
21,50,7,base_spirit,acid,1.5,0.75,0.0,0.14347115652166903,0.0,0.14347115652166903
21,26,104,bitters,modifier,0.5,0.25,0.0,0.0,0.0,0.0
21,26,7,bitters,acid,0.5,0.75,0.0,0.13969686527576403,0.0,0.13969686527576403
21,104,7,modifier,acid,0.25,0.75,0.0,0.07193189340702333,0.0,0.07193189340702333
22,106,107,base_spirit,sweetener,1.5,0.5,0.0,0.0,0.0,0.0
22,106,108,base_spirit,modifier,1.5,0.5,0.0,0.0,0.0,0.0
22,106,7,base_spirit,acid,1.5,0.5,0.0,0.13204937989385734,0.0,0.13204937989385734
22,106,65,base_spirit,modifier,1.5,1.0,0.0,0.08944404818493079,0.0,0.08944404818493079
22,106,111,base_spirit,bitters,1.5,3.0,0.0,0.15460605656619525,0.0,0.15460605656619525
22,107,108,sweetener,modifier,0.5,0.5,0.0,0.0,0.0,0.0
22,107,7,sweetener,acid,0.5,0.5,0.0,0.15460605656619525,0.0,0.15460605656619525
22,107,65,sweetener,modifier,0.5,1.0,0.0,0.024037034920392997,0.0,0.024037034920392997
22,107,111,sweetener,bitters,0.5,3.0,0.0,0.11231056256176608,0.0,0.11231056256176608
22,108,7,modifier,acid,0.5,0.5,0.0,0.07416573867739418,0.0,0.07416573867739418
22,108,65,modifier,modifier,0.5,1.0,0.0,0.0,0.0,0.0
22,108,111,modifier,bitters,0.5,3.0,0.0,0.06514837167011073,0.0,0.06514837167011073
22,7,65,acid,modifier,0.5,1.0,-2.0623977422951585,0.0,0.0,0.0
22,7,111,acid,bitters,0.5,3.0,-1.824025251065862,0.036650164612069325,0.0,0.036650164612069325
22,65,111,modifier,bitters,1.0,3.0,-1.5477479790305169,0.0628590176179541,0.0,0.0628590176179541
24,106,22,base_spirit,modifier,1.5,0.5,0.0,0.0,0.0,0.0
24,106,119,base_spirit,acid,1.5,0.75,0.0,0.13204937989385734,0.0,0.13204937989385734
24,106,91,base_spirit,sweetener,1.5,0.5,0.0,0.0535533905932738,0.0,0.0535533905932738
24,106,121,base_spirit,modifier,1.5,0.5,0.0,0.13779751788545658,0.0,0.13779751788545658
24,22,119,modifier,acid,0.5,0.75,0.0,0.10620192023179803,0.0,0.10620192023179803
24,22,91,modifier,sweetener,0.5,0.5,0.0,0.13204937989385734,0.0,0.13204937989385734
24,22,121,modifier,modifier,0.5,0.5,0.0,0.06968455021364728,0.0,0.06968455021364728
24,119,91,acid,sweetener,0.75,0.5,0.0,0.22121652570372968,0.0,0.22121652570372968
24,119,121,acid,modifier,0.75,0.5,0.0,0.0,0.0,0.0
24,91,121,sweetener,modifier,0.5,0.5,0.0,0.2163977794943222,0.0,0.2163977794943222
25,50,123,base_spirit,modifier,1.0,0.25,0.0,0.0,0.0,0.0
25,50,124,base_spirit,dilution,1.0,,0.0,0.0,0.0,0.0
25,123,124,modifier,dilution,0.25,,0.0,0.0,0.0,0.0
26,125,50,base_spirit,modifier,2.0,1.0,0.0,0.0,0.0,0.0
26,125,127,base_spirit,sweetener,2.0,0.25,0.0,0.0,0.0,0.0
26,125,100,base_spirit,bitters,2.0,1.0,0.0,0.06742346141747674,0.0,0.06742346141747674
26,50,127,modifier,sweetener,1.0,0.25,0.0,0.0,0.0,0.0
26,50,100,modifier,bitters,1.0,1.0,0.0,0.12817441928883766,0.0,0.12817441928883766
26,127,100,sweetener,bitters,0.25,1.0,-0.7549921437153153,0.1546060565661952,0.6,0.7546060565661952
27,129,18,base_spirit,modifier,2.0,0.25,0.0,0.0,0.0,0.0
27,129,22,base_spirit,sweetener,2.0,0.25,0.0,0.0,0.0,0.0
27,129,100,base_spirit,bitters,2.0,2.0,0.0,0.008220700148448834,0.0,0.008220700148448834
27,18,22,modifier,sweetener,0.25,0.25,0.0,0.0,0.0,0.0
27,18,100,modifier,bitters,0.25,2.0,-0.8611144942309565,0.0,0.0,0.0
27,22,100,sweetener,bitters,0.25,2.0,0.0,0.1143267631552018,0.0,0.1143267631552018
28,133,7,base_spirit,acid,1.0,0.5,0.0,0.0,0.0,0.0
28,133,77,base_spirit,modifier,1.0,0.5,0.0,0.0,0.0,0.0
28,133,91,base_spirit,sweetener,1.0,0.5,0.0,0.11833001326703779,0.0,0.11833001326703779
28,133,137,base_spirit,dilution,1.0,,0.0,0.0,0.0,0.0
28,7,77,acid,modifier,0.5,0.5,-1.3606336603593505,0.0,0.0,0.0
28,7,91,acid,sweetener,0.5,0.5,-1.4782558626484883,0.22121652570372968,0.0,0.22121652570372968
28,7,137,acid,dilution,0.5,,0.0,0.0,0.0,0.0
28,77,91,modifier,sweetener,0.5,0.5,-1.1104740287761268,0.15276925690687082,0.0,0.15276925690687082
28,77,137,modifier,dilution,0.5,,0.0,0.0,0.0,0.0
28,91,137,sweetener,dilution,0.5,,0.0,0.0,0.0,0.0
29,62,139,base_spirit,modifier,1.5,1.0,0.0,0.04641016151377547,0.0,0.04641016151377547
29,62,140,base_spirit,sweetener,1.5,0.25,0.0,0.1262237284181475,0.0,0.1262237284181475
29,62,111,base_spirit,bitters,1.5,1.0,0.0,0.0,0.0,0.0
29,62,142,base_spirit,acid,1.5,1.0,0.0,0.07859388972001824,0.0,0.07859388972001824
29,139,140,modifier,sweetener,1.0,0.25,0.0,0.0,0.0,0.0
29,139,111,modifier,bitters,1.0,1.0,0.0,0.018852107828483233,0.0,0.018852107828483233
29,139,142,modifier,acid,1.0,1.0,0.0,0.0,0.0,0.0
29,140,111,sweetener,bitters,0.25,1.0,0.0,0.15460605656619525,0.0,0.15460605656619525
29,140,142,sweetener,acid,0.25,1.0,0.0,0.03416562759605707,0.0,0.03416562759605707
29,111,142,bitters,acid,1.0,1.0,2.105678947285626,0.0,0.0,0.0
30,89,144,base_spirit,modifier,1.5,0.5,0.0,0.0,0.0,0.0
30,89,145,base_spirit,sweetener,1.5,0.5,0.0,0.0,0.0,0.0
30,89,146,base_spirit,other,1.5,0.375,0.0,5.551115123125783e-17,0.0,5.551115123125783e-17
30,89,7,base_spirit,acid,1.5,0.375,0.0,0.08729833462074171,0.0,0.08729833462074171
30,144,145,modifier,sweetener,0.5,0.5,0.0,0.0,0.0,0.0
30,144,146,modifier,other,0.5,0.375,0.0,0.0,0.0,0.0
30,144,7,modifier,acid,0.5,0.375,0.0,0.03166247903553998,0.0,0.03166247903553998
30,145,146,sweetener,other,0.5,0.375,0.0,0.0,0.0,0.0
30,145,7,sweetener,acid,0.5,0.375,0.0,0.06285901761795404,0.0,0.06285901761795404
30,146,7,other,acid,0.375,0.375,0.0,0.0,0.0,0.0
31,148,149,base_spirit,modifier,1.5,1.5,0.0,0.0,0.0,0.0
31,148,22,base_spirit,sweetener,1.5,0.25,0.0,0.0,0.0,0.0
31,148,151,base_spirit,bitters,1.5,2.0,0.0,0.05590260840104372,0.0,0.05590260840104372
31,149,22,modifier,sweetener,1.5,0.25,0.0,0.0,0.0,0.0
31,149,151,modifier,bitters,1.5,2.0,0.0,0.021455025366431846,0.0,0.021455025366431846
31,22,151,sweetener,bitters,0.25,2.0,0.0,0.15643546458763846,0.0,0.15643546458763846
32,107,35,sweetener,base_spirit,1.5,0.5,0.0,0.0,0.0,0.0
32,107,119,sweetener,acid,1.5,0.5,0.0,0.15460605656619525,0.0,0.15460605656619525
32,107,65,sweetener,modifier,1.5,0.75,0.0,0.024037034920392997,0.0,0.024037034920392997
32,107,156,sweetener,other,1.5,0.75,0.0,0.08944404818493074,0.0,0.08944404818493074
32,107,100,sweetener,bitters,1.5,2.0,0.0,0.1509249752822895,0.0,0.1509249752822895
32,35,119,base_spirit,acid,0.5,0.5,0.0,0.08944404818493079,0.0,0.08944404818493079
32,35,65,base_spirit,modifier,0.5,0.75,-1.0760968727793374,0.0,0.0,0.0
32,35,156,base_spirit,other,0.5,0.75,0.0,0.03665016461206927,0.0,0.03665016461206927
32,35,100,base_spirit,bitters,0.5,2.0,-0.7200972212086071,0.06742346141747668,0.0,0.06742346141747668
32,119,65,acid,modifier,0.5,0.75,0.0,0.0,0.0,0.0
32,119,156,acid,other,0.5,0.75,0.0,0.10207793606049392,0.0,0.10207793606049392
32,119,100,acid,bitters,0.5,2.0,0.0,0.10000000000000003,0.0,0.10000000000000003
32,65,156,modifier,other,0.75,0.75,0.0,0.16188021535170055,0.0,0.16188021535170055
32,65,100,modifier,bitters,0.75,2.0,-1.265817767642296,0.16726152562920626,0.0,0.16726152562920626
32,156,100,other,bitters,0.75,2.0,0.0,0.10620192023179809,0.0,0.10620192023179809
33,158,159,base_spirit,modifier,1.0,1.0,0.0,0.0055050463303893404,0.0,0.0055050463303893404
33,158,160,base_spirit,other,1.0,2.0,0.0,0.0,0.0,0.0
33,158,36,base_spirit,acid,1.0,0.5,0.0,0.05118845842842462,0.0,0.05118845842842462
